Start Program: 2016-04-26 17:43:33
2016-04-26 17:55:32     Data_10_20160405220925.dat     143352
Start Program: 2016-04-26 17:55:37
2016-04-26 17:55:37     Data_10_20160405220936.dat     143352
2016-04-26 17:55:39     Data_10_20160405220947.dat     143352
2016-04-26 17:55:40     Data_10_20160405220958.dat     143352
2016-04-26 17:55:41     Data_10_20160405221009.dat     143352
2016-04-26 17:55:42     Data_10_20160405221020.dat     143352
2016-04-26 17:55:43     Data_10_20160405221031.dat     143352
2016-04-26 17:55:44     Data_10_20160405221042.dat     143352
2016-04-26 17:55:45     Data_10_20160405221053.dat     143352
2016-04-26 17:55:46     Data_10_20160405221104.dat     143352
2016-04-26 17:55:47     Data_10_20160405221115.dat     143352
2016-04-26 17:55:49     Data_10_20160405221126.dat     143352
2016-04-26 17:55:50     Data_10_20160405221137.dat     143352
2016-04-26 17:55:51     Data_10_20160405221148.dat     143352
2016-04-26 17:55:52     Data_10_20160405221159.dat     143352
2016-04-26 17:55:53     Data_10_20160405221210.dat     143352
2016-04-26 17:55:54     Data_10_20160405221221.dat     143352
2016-04-26 17:55:55     Data_10_20160405221232.dat     143352
2016-04-26 17:55:56     Data_10_20160405221243.dat     143352
2016-04-26 17:55:57     Data_10_20160405221254.dat     143352
2016-04-26 17:55:59     Data_10_20160405221305.dat     143352
2016-04-26 17:56:00     Data_10_20160405221316.dat     143352
2016-04-26 17:56:01     Data_10_20160405221327.dat     143352
2016-04-26 17:56:02     Data_10_20160405221338.dat     143352
2016-04-26 17:56:03     Data_10_20160405221349.dat     143352
2016-04-26 17:56:04     Data_10_20160405221400.dat     143352
2016-04-26 17:56:05     Data_10_20160405221411.dat     143352
Start Program: 2016-04-26 17:56:19
2016-04-26 17:56:19     Data_10_20160405221433.dat     143352
2016-04-26 17:56:20     Data_10_20160405221444.dat     143352
2016-04-26 17:56:21     Data_10_20160405221455.dat     143352
2016-04-26 17:56:22     Data_10_20160405221506.dat     143352
2016-04-26 17:56:23     Data_10_20160405221517.dat     143352
2016-04-26 17:56:25     Data_10_20160405221528.dat     143352
2016-04-26 17:56:26     Data_10_20160405221539.dat     143352
2016-04-26 17:56:27     Data_10_20160405221550.dat     143352
2016-04-26 17:56:28     Data_10_20160405221601.dat     143352
2016-04-26 17:56:29     Data_10_20160405221612.dat     143352
2016-04-26 17:56:30     Data_10_20160405221623.dat     143352
2016-04-26 17:56:31     Data_10_20160405221634.dat     143352
2016-04-26 17:56:32     Data_10_20160405221645.dat     143352
2016-04-26 17:56:34     Data_10_20160405221656.dat     143352
2016-04-26 17:56:35     Data_10_20160405221707.dat     143352
2016-04-26 17:56:36     Data_10_20160405221718.dat     143352
2016-04-26 17:56:37     Data_10_20160405221729.dat     143352
2016-04-26 17:56:38     Data_10_20160405221740.dat     143352
2016-04-26 17:56:39     Data_10_20160405221751.dat     143352
2016-04-26 17:56:40     Data_10_20160405221802.dat     143352
2016-04-26 17:56:41     Data_10_20160405221813.dat     143352
2016-04-26 17:56:42     Data_10_20160405221824.dat     143352
2016-04-26 17:56:44     Data_10_20160405221835.dat     143352
2016-04-26 17:56:45     Data_10_20160405221846.dat     143352
2016-04-26 17:56:46     Data_10_20160405221857.dat     143352
2016-04-26 17:56:47     Data_10_20160405221908.dat     143352
2016-04-26 17:56:48     Data_10_20160405221919.dat     143352
2016-04-26 17:56:49     Data_10_20160405221930.dat     143352
2016-04-26 17:56:50     Data_10_20160405221941.dat     143352
2016-04-26 17:56:51     Data_10_20160405221952.dat     143352
2016-04-26 17:56:52     Data_10_20160405222003.dat     143352
2016-04-26 17:56:53     Data_10_20160405222014.dat     143352
2016-04-26 17:56:55     Data_10_20160405222025.dat     143352
2016-04-26 17:56:56     Data_10_20160405222036.dat     143352
2016-04-26 17:56:57     Data_10_20160405222047.dat     143352
2016-04-26 17:56:58     Data_10_20160405222058.dat     143352
2016-04-26 17:56:59     Data_10_20160405222109.dat     143352
2016-04-26 17:57:00     Data_10_20160405222120.dat     143352
2016-04-26 17:57:01     Data_10_20160405222131.dat     143352
2016-04-26 17:57:02     Data_10_20160405222142.dat     143352
2016-04-26 17:57:03     Data_10_20160405222153.dat     143352
2016-04-26 17:57:05     Data_10_20160405222204.dat     143352
2016-04-26 17:57:06     Data_10_20160405222215.dat     143352
2016-04-26 17:57:07     Data_10_20160405222226.dat     143352
2016-04-26 17:57:08     Data_10_20160405222237.dat     143352
2016-04-26 17:57:09     Data_10_20160405222248.dat     143352
2016-04-26 17:57:10     Data_10_20160405222259.dat     143352
2016-04-26 17:57:11     Data_10_20160405222310.dat     143352
2016-04-26 17:57:12     Data_10_20160405222321.dat     143352
2016-04-26 17:57:13     Data_10_20160405222332.dat     143352
2016-04-26 17:57:15     Data_10_20160405222343.dat     143352
2016-04-26 17:57:16     Data_10_20160405222354.dat     143352
2016-04-26 17:57:17     Data_10_20160405222405.dat     143352
2016-04-26 17:57:18     Data_10_20160405222416.dat     143352
2016-04-26 17:57:20     Data_10_20160405222427.dat     143352
2016-04-26 17:57:21     Data_10_20160405222438.dat     143352
2016-04-26 17:57:22     Data_10_20160405222449.dat     143352
2016-04-26 17:57:23     Data_10_20160405222500.dat     143352
2016-04-26 17:57:24     Data_10_20160405222511.dat     143352
2016-04-26 17:57:25     Data_10_20160405222522.dat     143352
2016-04-26 17:57:26     Data_10_20160405222533.dat     143352
2016-04-26 17:57:27     Data_10_20160405222544.dat     143352
2016-04-26 17:57:29     Data_10_20160405222555.dat     143352
2016-04-26 17:57:30     Data_10_20160405222606.dat     143352
Start Program: 2016-04-26 17:58:42
2016-04-26 17:59:21     Data_10_20160405222617.dat     143352
2016-04-26 17:59:22     Data_10_20160405222628.dat     143352
2016-04-26 17:59:23     Data_10_20160405222639.dat     143352
Start Program: 2016-04-26 17:59:44
2016-04-26 17:59:44     Data_10_20160405222650.dat     143352
2016-04-26 17:59:45     Data_10_20160405222701.dat     143352
2016-04-26 17:59:47     Data_10_20160405222712.dat     143352
Start Program: 2016-04-26 18:02:13
2016-04-26 18:02:13     Data_10_20160405222723.dat     143352
2016-04-26 18:02:14     Data_10_20160405222734.dat     143352
2016-04-26 18:02:15     Data_10_20160405222745.dat     143352
2016-04-26 18:02:16     Data_10_20160405222756.dat     143352
2016-04-26 18:02:17     Data_10_20160405222807.dat     143352
2016-04-26 18:02:18     Data_10_20160405222818.dat     143352
Start Program: 2016-04-26 18:03:57
2016-04-26 18:03:57     Data_10_20160405222851.dat     143352
2016-04-26 18:03:58     Data_10_20160405222902.dat     143352
2016-04-26 18:03:59     Data_10_20160405222913.dat     143352
